,0,1
0,-1.6081743,0.37293518
1,-1.42069,0.30163172
2,-1.7058125,0.40696123
3,-0.9589169,0.22742234
4,-1.2143767,0.2758014
5,-1.2087727,0.28436217
6,-1.3274457,0.3130617
7,-1.6045486,0.38079035
8,-1.5436592,0.387148
9,-1.2395239,0.28920844
10,-1.5412387,0.4081012
11,-1.430353,0.31190273
12,-1.3699616,0.30595818
13,-1.5761844,0.3747921
14,-1.4198713,0.3595093
15,-1.6062747,0.40491727
16,-1.3882447,0.27703145
17,-1.3476022,0.28074503
18,-1.5121824,0.34045407
19,-1.39638,0.29155105
20,-1.4478059,0.35409608
21,-1.667464,0.40612474
22,-1.1479074,0.24534327
23,-1.0456702,0.21243384
24,-1.3126409,0.2786897
25,-0.9177836,0.18390888
26,-1.377329,0.31652528
27,-1.2695746,0.27417025
28,-1.2550676,0.2964339
29,-1.6306329,0.40199286
30,-1.5220542,0.37298676
31,-1.2125881,0.26182765
32,-1.2787964,0.29371098
33,-1.2243551,0.2997147
34,-1.2852353,0.27871272
35,-1.3518158,0.30936348
36,-1.4199162,0.32296103
37,-1.2435037,0.2946077
38,-1.3920647,0.3091441
39,-1.2635888,0.27705908
40,-1.1760627,0.26996717
41,-1.5097798,0.3664215
42,-1.2776864,0.25583518
43,-1.3380356,0.29034317
44,-1.5681621,0.36434755
45,-1.254205,0.27644116
46,-1.2155064,0.28215185
47,-1.1108264,0.25166526
48,-1.5323133,0.3600589
49,-1.3668597,0.3128353
50,-1.2188326,0.2966184
51,-1.4520695,0.34021762
52,-1.1539049,0.24631123
53,-1.7570976,0.41998976
54,-1.2393209,0.2863181
55,-1.5633543,0.3736571
56,-1.6924498,0.39658925
57,-1.2568717,0.27810323
58,-1.0928297,0.2580956
59,-1.5736488,0.33683327
60,-1.4266064,0.30685765
61,-1.5337614,0.3651565
62,-1.2100145,0.26416525
63,-1.1270212,0.24304447
64,-1.6260052,0.3557188
65,-1.0630852,0.234889
66,-1.3232397,0.2991909
67,-1.4399219,0.34091753
68,-1.2969118,0.2824348
69,-1.3031056,0.29983032
70,-1.4954127,0.35461497
71,-1.2337544,0.26116818
72,-1.3845394,0.31593174
73,-0.97622657,0.22252975
74,-1.3247141,0.31933686
75,-1.240993,0.25632828
76,-1.415033,0.35237747
77,-1.3893167,0.32302523
78,-1.1398544,0.25673643
79,-1.5436122,0.3973838
80,-1.4817293,0.32271397
81,-1.321493,0.31138113
82,-1.4790043,0.29886758
83,-1.6070856,0.3996055
84,-1.7862653,0.44356433
85,-1.118134,0.2295796
86,-1.1622692,0.25910985
87,-1.3302816,0.30591425
88,-1.4532939,0.30918014
89,-1.3482807,0.3290388
90,-1.2304887,0.26786348
91,-1.5402534,0.37492904
92,-1.1763788,0.23672213
93,-1.3306845,0.3170668
94,-1.3553226,0.31420115
95,-1.2092559,0.29154873
96,-1.2707846,0.27108514
97,-1.3652022,0.30462214
98,-1.3597378,0.32441887
99,-1.7301421,0.38879594
100,-1.2335167,0.2953239
101,-0.9701454,0.22043024
102,-1.3973595,0.35195476
103,-1.173856,0.29745275
104,-1.5513619,0.34566772
105,-1.765447,0.4301433
106,-1.3886684,0.30344534
107,-1.5348498,0.3840428
108,-1.6077715,0.38740915
109,-1.3341435,0.32064077
110,-1.3370564,0.2921535
111,-1.2828838,0.24372506
112,-1.2038938,0.28932595
113,-1.31801,0.29783875
114,-1.4308354,0.34210002
115,-1.6648196,0.4181568
116,-1.3662058,0.31839535
117,-1.2672086,0.30420965
118,-1.5841328,0.4063166
119,-1.1663134,0.2530208
120,-1.19714,0.2694586
121,-1.2848626,0.30870554
122,-1.1113617,0.24036576
123,-0.9539608,0.20548823
124,-1.5844975,0.36807284
125,-1.032602,0.19851044
126,-1.5879567,0.38824874
127,-1.3722781,0.3358834
128,-1.4814259,0.34138057
129,-1.2981015,0.2958148
130,-1.3593339,0.32885355
131,-1.4540961,0.3131396
132,-1.2153876,0.29354265
133,-1.3796567,0.33872065
134,-1.3414474,0.3482199
135,-1.6505606,0.3830622
136,-1.5831847,0.39451233
137,-1.4170932,0.36119977
138,-1.6451429,0.43640828
139,-1.2434717,0.2792407
140,-1.4285687,0.3602037
141,-1.4195555,0.28243425
142,-1.2823988,0.28052032
143,-1.5032642,0.37272444
144,-1.2341107,0.27904138
145,-0.9437697,0.19082601
146,-1.328994,0.28794536
147,-1.6180127,0.40501902
148,-1.0651361,0.2266218
149,-1.6358002,0.376082
150,-1.3748116,0.32127282
151,-1.6257484,0.3944439
152,-1.4038436,0.32014906
153,-1.633901,0.38103884
154,-1.3866752,0.32736376
155,-1.2293081,0.29035383
156,-1.5320262,0.33298245
157,-1.4714916,0.34353948
158,-1.1577228,0.26508248
159,-1.3622376,0.3089321
160,-1.6734626,0.38772318
161,-1.480232,0.33242473
162,-1.1587138,0.26051268
163,-1.2355807,0.2944412
164,-1.608506,0.3764024
165,-1.080538,0.21756126
166,-1.3278172,0.31664053
167,-1.4779184,0.3242992
168,-1.2708569,0.32026178
169,-1.1097637,0.24938236
170,-1.2777876,0.30924687
171,-1.2256579,0.23764384
172,-1.4820968,0.33550858
173,-1.2067201,0.28619698
174,-1.2324228,0.2917738
175,-1.3607668,0.33949795
176,-1.3007323,0.2794502
177,-1.1902411,0.26584974
178,-1.4344023,0.3552087
179,-1.3912532,0.31320986
180,-1.354136,0.30921325
181,-1.1923034,0.26376453
182,-1.444686,0.350874
183,-1.295785,0.3056153
184,-1.6424814,0.3793507
185,-1.4228109,0.31133646
186,-1.3069698,0.28112808
187,-1.1867889,0.26195437
188,-1.2072186,0.29260027
189,-1.2524337,0.29050598
190,-1.511944,0.3635554
191,-1.4205972,0.34164494
192,-1.4334521,0.31154877
193,-1.3934709,0.33039546
194,-1.5917434,0.38242912
195,-1.2159265,0.28921413
196,-1.4975996,0.31564322
197,-1.0324138,0.22663178
198,-1.4322085,0.30844706
199,-1.2658957,0.2542227
200,-1.5189244,0.38641876
201,-1.7900236,0.43029463
202,-1.1821847,0.26186043
203,-1.3690834,0.33155954
204,-1.3315817,0.32849878
205,-1.7883548,0.41995186
206,-1.3463088,0.31463957
207,-1.0136291,0.19181007
208,-1.3993509,0.3122604
209,-0.97038394,0.20717855
210,-1.4764076,0.32336298
211,-1.249473,0.27090955
212,-1.4228792,0.3354888
213,-1.5288618,0.33641765
214,-1.3489852,0.30526993
215,-1.1391108,0.25911424
216,-1.4727532,0.368349
217,-1.244335,0.27608147
218,-1.4780887,0.34431198
219,-1.4313419,0.3257222
220,-1.4972991,0.34093228
221,-1.1701573,0.26121277
222,-1.378769,0.31749085
223,-1.3534683,0.31463337
224,-1.4522071,0.34411445
225,-1.1645107,0.27024236
226,-1.6425849,0.41181615
227,-1.176868,0.27966624
228,-1.216105,0.28414005
229,-1.199974,0.26540416
230,-1.3386494,0.34012738
231,-1.0954264,0.22893937
232,-1.2014883,0.2428454
233,-1.3819555,0.3246266
234,-1.3909316,0.30548722
235,-1.2500247,0.28463623
236,-1.3513365,0.28907752
237,-1.5439409,0.36030623
238,-1.4437762,0.35448352
239,-1.1854055,0.26150143
240,-1.420831,0.3335683
241,-1.4979644,0.35341924
242,-1.2371604,0.30065298
243,-1.3793694,0.32548392
244,-1.4856421,0.35255092
245,-1.0846819,0.23217756
246,-1.37758,0.32404128
247,-1.2852263,0.25470677
248,-1.3884197,0.3626727
249,-1.370561,0.3023292
250,-1.6563313,0.36809102
251,-1.4276379,0.35826635
252,-1.368971,0.3178095
253,-1.3109382,0.29863065
254,-1.1072975,0.25536254
255,-1.4617127,0.34831598
256,-1.4562725,0.36641353
257,-1.3538439,0.34580508
258,-1.5066003,0.35624015
259,-1.2980654,0.30144057
260,-1.6281383,0.38585606
261,-1.4080312,0.33701098
262,-1.3420746,0.31542885
263,-1.4271486,0.3200377
264,-1.0973979,0.2513311
265,-1.2945563,0.28830704
266,-1.1468385,0.2561644
267,-1.582458,0.3771163
268,-1.3954594,0.32307968
269,-1.4897293,0.33897668
270,-1.2917767,0.29254445
271,-1.0122219,0.19988021
272,-1.423593,0.3101316
273,-1.5558128,0.37096545
274,-1.2703291,0.31405824
275,-1.3972198,0.3293116
276,-1.4370129,0.36075988
277,-1.3881183,0.33441663
278,-1.2899158,0.31823495
279,-1.4430503,0.3307019
280,-1.2824831,0.27502376
281,-1.3660316,0.3002621
282,-1.5088738,0.35887328
283,-1.4456779,0.31438407
284,-1.3751627,0.30712348
285,-1.2547756,0.26732033
286,-1.3974679,0.34332362
287,-1.3510112,0.3442528
288,-1.4110963,0.33783963
289,-1.2327125,0.23579642
290,-1.2746298,0.25786552
291,-1.4407973,0.37844604
292,-1.2985206,0.28492352
293,-1.538526,0.35260886
294,-1.4123937,0.3220281
295,-1.3328964,0.27885696
296,-1.3363286,0.313534
297,-1.12289,0.21392655
298,-1.1682159,0.29666227
299,-1.5641798,0.3571242
300,-1.1960169,0.3245735
301,-1.5463027,0.36300263
302,-1.4056203,0.28738934
303,-1.2946779,0.33647436
304,-1.4502773,0.33129558
305,-1.4233402,0.32462847
306,-1.6492215,0.41002396
307,-1.1320926,0.21433173
308,-1.3345335,0.31944123
309,-1.5195662,0.32861415
310,-1.6428858,0.38596272
311,-1.4191207,0.36393043
312,-1.3292973,0.29569197
313,-1.4067934,0.36373073
314,-1.636925,0.4059363
315,-1.3696344,0.31342167
316,-1.5275952,0.38629055
317,-1.5249003,0.39487717
318,-1.3771096,0.30230105
319,-1.0545751,0.21957597
320,-1.422535,0.37341258
321,-1.2064536,0.2805876
322,-1.323234,0.2961563
323,-1.0354654,0.18907937
324,-1.5590854,0.36398324
325,-1.2084657,0.28341752
326,-1.2385007,0.27405134
327,-1.4116406,0.33268496
328,-1.1451654,0.25565338
329,-1.2953911,0.27757752
330,-1.1894107,0.28126988
331,-1.262841,0.27514684
332,-1.4486192,0.36506042
333,-1.1982763,0.23197752
334,-1.5891446,0.38570988
335,-1.2971935,0.29831272
336,-1.4713753,0.35344508
337,-1.4400276,0.37519717
338,-1.685568,0.39190057
339,-1.2810922,0.2991398
340,-1.6593715,0.40669551
341,-1.2872369,0.29009664
342,-1.1271726,0.21609539
343,-1.3392093,0.3067503
344,-1.4606311,0.34473336
345,-1.5163604,0.35995403
346,-1.2647603,0.2951607
347,-1.3959693,0.301391
348,-1.3235968,0.2974391
349,-1.195445,0.24640155
350,-1.3279858,0.3018941
351,-0.96144855,0.18235418
352,-1.6185362,0.36856312
353,-1.4724241,0.33326405
354,-1.3180037,0.32221183
355,-1.164127,0.25851265
356,-1.1448475,0.25217223
357,-1.0239244,0.21336097
358,-1.5123738,0.3577746
359,-1.1653628,0.2894226
360,-1.0203147,0.22036861
361,-1.3224188,0.29144847
362,-1.5461146,0.38718924
363,-1.6147745,0.40757003
364,-1.2046214,0.2881016
365,-1.6434757,0.43027356
366,-1.3157295,0.2787577
367,-1.3592528,0.30459562
368,-1.5241016,0.3684505
369,-1.4681047,0.3275041
370,-1.2200056,0.27880362
371,-1.3354579,0.31583762
372,-1.448345,0.30788162
373,-1.3920492,0.33823085
374,-1.4724699,0.3428576
375,-1.2521611,0.28016892
376,-1.2664878,0.26909548
377,-1.3274021,0.31766433
378,-1.3191608,0.2573643
379,-1.5562309,0.37048653
380,-1.2170031,0.30795023
381,-1.2324818,0.2781588
382,-1.8610276,0.48417264
383,-1.3095447,0.30558503
384,-1.4540838,0.31579024
385,-1.2037718,0.28930458
386,-1.2309955,0.25368705
387,-1.1622764,0.25514993
388,-1.4543097,0.32736382
389,-1.4230188,0.3493814
390,-1.3051165,0.28660196
391,-1.6745926,0.38231683
392,-1.4597951,0.33552423
393,-1.433612,0.3311267
394,-1.372498,0.3319534
395,-1.347072,0.31237045
396,-1.0289575,0.24603532
397,-1.64216,0.37652585
398,-1.3393656,0.3236572
399,-1.4460713,0.32306114
400,-1.3752675,0.31335235
401,-1.2646432,0.25193462
402,-1.4477289,0.373151
403,-1.1651466,0.2636707
404,-1.4661636,0.39943627
405,-1.1844853,0.24080975
406,-1.339272,0.31527564
407,-1.5055078,0.32257912
408,-1.4032567,0.34406272
409,-1.4226637,0.35671028
410,-1.101944,0.24624188
411,-1.7749302,0.43553552
412,-1.2272675,0.28139582
413,-1.4410368,0.31817228
414,-1.1436149,0.24855983
415,-1.4541007,0.35297322
416,-1.3796028,0.31073466
417,-1.5521138,0.33662015
418,-1.6974247,0.41692573
419,-1.2629153,0.27697688
420,-0.9807246,0.22388351
421,-1.5224538,0.38286993
422,-1.2748622,0.303561
423,-1.4382952,0.29965672
424,-1.3422924,0.30314317
425,-1.2630243,0.27995127
426,-1.3233306,0.28620383
427,-1.3356014,0.27574703
428,-1.5065279,0.37109932
429,-0.94734573,0.21237813
430,-1.3618927,0.29338604
431,-1.5683637,0.39512184
432,-1.1221652,0.23520349
433,-1.2241303,0.27615634
434,-1.1572542,0.25418487
435,-1.2145464,0.25742617
436,-1.3828061,0.32164785
437,-1.6255994,0.39824185
438,-1.2855489,0.29158905
439,-1.6009196,0.35153022
440,-1.462871,0.34800193
441,-1.5236673,0.38565984
442,-1.5376081,0.3773215
443,-1.4630667,0.35708064
444,-1.3543459,0.28329548
445,-1.4472495,0.33617187
446,-1.4967018,0.36561766
447,-1.532386,0.3768082
448,-1.2413081,0.27319145
449,-1.2036103,0.2730896
450,-1.4159154,0.34642813
451,-1.2502688,0.29591742
452,-1.7001942,0.44686154
453,-1.2803507,0.29454836
454,-1.409357,0.3476541
455,-1.4209563,0.3573579
456,-1.28172,0.30324778
457,-1.4940884,0.3559924
458,-1.3755336,0.28943112
459,-1.3662633,0.32600152
460,-1.4057875,0.30796787
461,-1.2837023,0.28387746
462,-1.3574874,0.2882443
463,-1.6767137,0.40672004
464,-1.111638,0.2572015
465,-1.4309973,0.32731882
466,-1.2814078,0.25630158
467,-1.3930115,0.30752066
468,-0.8968647,0.16174948
469,-1.2344695,0.2818512
470,-1.4099991,0.33812812
471,-1.4001184,0.3494074
472,-1.7796824,0.38262308
473,-1.7464254,0.407906
474,-1.461274,0.34276056
475,-1.3881593,0.32420158
476,-1.3659039,0.32025197
477,-1.3747544,0.29279926
478,-1.7864455,0.4191447
479,-1.2712116,0.30783254
480,-1.5474122,0.37987968
481,-1.1859567,0.25238776
482,-1.2946947,0.30927184
483,-0.9436339,0.19406971
484,-1.1619884,0.27555102
485,-1.2085904,0.27080873
486,-0.9338734,0.22339737
487,-1.3441569,0.31158996
488,-1.4816375,0.3659526
489,-1.50736,0.3496482
490,-1.1260711,0.23495486
491,-1.0478133,0.23374689
492,-1.5267404,0.36001492
493,-1.2109714,0.26293826
494,-1.1151251,0.24296656
495,-1.2580885,0.24505584
496,-1.349984,0.3081029
497,-1.3789955,0.3331697
498,-1.7599353,0.42155802
499,-1.2131052,0.28411564
500,-1.302149,0.3019265
501,-1.1600226,0.23913567
502,-1.4008868,0.31272346
503,-1.5965066,0.389001
504,-1.258235,0.29954192
505,-1.713752,0.39238364
506,-1.1668549,0.28394178
507,-1.409506,0.3241619
508,-1.3729119,0.3465002
509,-1.2825433,0.27259746
510,-1.3699791,0.31924453
511,-1.9052792,0.48626852
512,-1.111274,0.26599348
513,-1.3231353,0.30230114
514,-1.4285971,0.35158905
515,-1.1729155,0.24862538
516,-1.4276472,0.35244095
517,-1.4245281,0.33769453
518,-1.4216175,0.38862038
519,-1.3629655,0.31987846
520,-1.5111431,0.37252435
521,-1.2627207,0.30621764
522,-1.3859987,0.30022067
523,-0.9863992,0.18424062
524,-1.4301409,0.33445942
525,-1.2349687,0.2751876
526,-1.2295283,0.2714607
527,-1.414697,0.3078094
528,-1.5624372,0.39253184
529,-1.4375428,0.32292154
530,-1.5586964,0.3959681
531,-1.3651885,0.2901795
532,-1.6148369,0.40987557
533,-1.2645559,0.2841419
534,-1.3688155,0.31237012
535,-1.1752472,0.25539064
536,-1.3409779,0.3200673
537,-1.1888756,0.28242454
538,-1.230584,0.27030885
539,-1.4177709,0.3592755
540,-1.3990306,0.3398979
541,-1.6231102,0.37206703
542,-1.426028,0.33633143
543,-1.3423895,0.31444183
544,-1.567629,0.3786461
545,-1.291501,0.30291086
546,-1.1484547,0.23868753
547,-1.5503836,0.3629641
548,-1.223359,0.31222156
549,-1.3453126,0.301505
550,-1.2382641,0.29256272
551,-1.4546705,0.34838384
552,-1.3229849,0.2887803
553,-1.3843559,0.3459934
554,-1.446681,0.353679
555,-1.5087533,0.33463594
556,-1.3134776,0.33326125
557,-1.4005791,0.32816178
558,-1.1105605,0.2147346
559,-1.5713229,0.3573329
560,-1.2738177,0.29200593
561,-1.4865558,0.31936082
562,-1.5043584,0.3544787
563,-1.3268057,0.31683195
564,-1.2483332,0.26890346
565,-1.3425883,0.31662232
566,-1.2796774,0.29122937
567,-1.3485216,0.30434924
568,-1.4638083,0.3160378
569,-1.4221812,0.35397288
570,-1.2850447,0.31582642
571,-1.4571158,0.37046558
572,-1.4365824,0.36758485
573,-1.1288072,0.22634855
574,-1.4248555,0.34284785
575,-1.4784673,0.33035082
576,-1.7180531,0.43631497
577,-1.5200412,0.38251418
578,-1.5029076,0.36937985
579,-1.4903966,0.36631262
580,-1.4707248,0.32764813
581,-1.1705712,0.26465076
582,-1.3865478,0.3069499
583,-1.4953674,0.3637315
584,-1.0378335,0.16808778
585,-1.231895,0.26565668
586,-1.1571606,0.24212031
587,-1.1904427,0.24890594
588,-1.7117825,0.39975864
589,-1.5568957,0.36223444
590,-1.4737184,0.37751418
591,-1.7217687,0.42242706
592,-1.0632492,0.19844998
593,-1.5836692,0.3757263
594,-1.2162836,0.29803917
595,-1.6188266,0.37424108
596,-1.4924132,0.3548409
597,-1.3631402,0.32990596
598,-1.4398901,0.3396327
599,-1.5353637,0.39396366
600,-1.1505467,0.24945246
601,-1.5125862,0.3527814
602,-1.1510541,0.25475335
603,-1.6843058,0.43072885
604,-1.5151929,0.31754762
605,-1.6088895,0.36869472
606,-1.457974,0.34481895
607,-1.4530395,0.31941667
608,-1.333418,0.2812173
609,-1.3837729,0.33284545
610,-1.19546,0.30559298
611,-1.2463224,0.26583567
612,-1.7752101,0.4292842
613,-1.3905859,0.31415734
614,-1.3395208,0.2972184
615,-1.4230759,0.34057432
616,-1.654875,0.38189876
617,-1.4896064,0.37457192
618,-1.2905393,0.32130033
619,-1.4845097,0.35499582
620,-1.4328358,0.3549504
621,-1.0252945,0.21465544
622,-1.4040724,0.34257743
623,-1.0558254,0.21736018
624,-1.5073383,0.35463667
625,-1.7803783,0.42161158
626,-1.4411737,0.33190393
627,-1.4885303,0.36174047
628,-1.2670105,0.28459066
629,-1.1310852,0.25898746
630,-1.2009126,0.2765396
631,-1.3474464,0.2793388
632,-1.3976249,0.33367267
633,-1.4763103,0.35115603
634,-1.2931693,0.31718156
635,-1.0733589,0.21936847
636,-1.2481096,0.30899352
637,-1.485936,0.35938317
638,-1.3412251,0.3260624
639,-1.5814908,0.3755907
640,-1.1728724,0.2735726
641,-1.3048834,0.30070287
642,-1.361079,0.33246428
643,-1.4876742,0.33409274
644,-1.3329192,0.32744858
645,-1.12791,0.2749304
646,-1.4624219,0.34949106
647,-1.66468,0.37839904
648,-1.5338477,0.36221415
649,-1.3960272,0.31591454
650,-1.7435884,0.42077407
651,-1.3623577,0.30332476
652,-1.5211568,0.3719043
653,-1.4219561,0.34803
654,-1.3472784,0.27411887
655,-1.1604493,0.23340252
656,-1.5115687,0.34045464
657,-1.6313919,0.39914992
658,-1.2586249,0.284405
659,-1.1084083,0.21986338
660,-1.2937838,0.28314152
661,-1.3208556,0.29556322
662,-1.6172321,0.381535
663,-1.3335421,0.2943586
664,-1.4165379,0.33446664
665,-1.1829398,0.24710822
666,-1.26524,0.28182393
667,-1.0451553,0.24252741
668,-1.3373307,0.30267763
669,-1.6463565,0.40343934
670,-1.4650196,0.32875755
671,-1.2607479,0.25635675
672,-1.0444305,0.23007779
