,0,1,2,3,4,5,6
0,0.010856046,-0.2071639,-0.15826467,0.12797852,0.36897132,0.7873743,-1.8911848
1,0.02734496,-0.3733366,0.07438634,0.08885564,0.32589924,0.79571825,-1.9414867
2,0.008131195,-0.32930464,0.031311035,0.072903775,0.39325932,0.7260826,-1.8641222
3,-0.00017476636,-0.15734144,-0.094048545,-0.051738784,0.4886542,0.7325605,-1.877874
4,-0.017170979,-0.3171324,0.089526795,0.030484913,0.37659365,0.70249563,-1.8929254
5,0.023895675,-0.32192677,-0.15158263,0.2113676,0.5399671,0.6505955,-1.8743308
6,-0.001165997,-0.3975384,-0.0049685473,0.15524963,0.53043026,0.59866333,-1.8998642
7,0.0059132497,-0.35645232,0.07315925,0.0043392414,0.4894529,0.68136895,-1.8630316
8,-0.01434465,-0.22622679,-0.045499142,0.06277087,0.2898201,0.82026815,-1.8739222
9,0.007744996,-0.35279724,0.042932894,0.080323525,0.458469,0.6536874,-1.8165005
10,-0.0036014407,-0.3332929,-0.11066496,0.23425427,0.45431483,0.663847,-1.9631335
11,-0.0022086448,-0.22897756,-0.13973857,0.2300189,0.45627883,0.5958805,-1.8775055
12,0.011782726,-0.3250882,-0.04001117,0.045287497,0.51415426,0.716665,-1.9099506
13,-0.0067044403,-0.32164776,-0.041599452,0.06875759,0.49921417,0.70800793,-1.9592475
14,-0.01391548,-0.27374834,-0.024479283,0.035125542,0.56763333,0.60158324,-1.9033558
15,-0.014098322,-0.14511806,-0.22173053,0.12544511,0.5442659,0.61995447,-1.7980837
16,0.015570094,-0.28297135,-0.27096078,0.32629514,0.44884586,0.69091815,-1.8678668
17,-0.016570438,-0.319185,0.08905014,0.070432365,0.42321956,0.65132314,-1.9480475
18,0.010472952,-0.17530449,-0.15511902,0.110391244,0.38791108,0.7155101,-1.8721191
19,-0.0077230763,-0.357552,-0.039927404,0.11399036,0.5366495,0.66891086,-1.9913042
20,0.009667466,-0.33406603,-0.02143199,0.17436281,0.42751795,0.67904025,-1.8414701
21,-0.014214859,-0.2992803,-0.112483464,0.11551455,0.5493665,0.61450046,-1.8723434
22,-0.031542663,-0.3322571,-0.06802233,0.124062195,0.49454933,0.6725151,-1.8761431
23,0.0015572404,-0.29822472,-0.06476628,0.08693692,0.44945627,0.7533488,-1.8538043
24,-0.02090702,-0.3394392,-0.021994539,0.08564034,0.4744025,0.7001666,-1.8836881
25,0.006602961,-0.37912986,0.06642648,0.1342443,0.33411714,0.72778887,-1.9293622
26,-0.0055596186,-0.33672258,0.0028570346,0.1272467,0.42701462,0.6765974,-1.8077068
27,-0.006842542,-0.32225335,-0.054012697,0.058159128,0.45667174,0.7595035,-1.9140518
28,-0.0017486741,-0.32591534,0.026181422,0.05839958,0.4910933,0.64986134,-1.932553
29,-0.008158295,-0.23465364,-0.11983787,0.11055841,0.4268652,0.7306218,-1.9436257
30,-0.00036728862,-0.29019192,-0.085254766,0.017235337,0.49368626,0.74993,-1.8381828
31,0.00023301382,-0.26498982,-0.07538852,0.13739721,0.39323786,0.6816408,-1.9948642
32,0.001885729,-0.37074727,0.08587444,0.10954622,0.3251634,0.73167354,-1.9201773
33,0.0013383067,-0.16267858,-0.13426773,-0.0035409029,0.4905119,0.7119543,-1.8887924
34,-0.0005105802,-0.21844919,-0.051518373,-0.04784342,0.45240024,0.7712432,-1.9358264
35,0.004072787,-0.36717236,-0.02264428,0.21107092,0.4178319,0.64621216,-1.9266579
36,-0.0038727273,-0.2866236,0.071739204,0.015706057,0.35443926,0.7372982,-1.881178
37,-0.004675288,-0.38231707,-0.10889834,0.27270672,0.56763816,0.55511314,-1.7982829
38,-0.0029780876,-0.31806648,0.055099234,0.062208436,0.37668523,0.733001,-1.8552842
39,-0.026557097,-0.2529327,0.09133645,-0.009461972,0.25174603,0.7873577,-1.8215091
40,0.0013113345,-0.34146848,0.10547236,0.08792287,0.34120658,0.73467517,-1.9624614
41,0.00035319055,-0.43378714,0.19179858,0.008011262,0.4912111,0.6147586,-1.8664013
42,-0.025475688,-0.37973848,0.05619399,0.08825446,0.4308135,0.693906,-1.9381646
43,-0.010287244,-0.3473645,-0.03728754,0.15797703,0.55347484,0.61679256,-1.944991
44,-0.018591909,-0.23174322,-0.11256277,0.17606662,0.4308399,0.63635135,-1.9018221
45,-0.0076639955,-0.25034314,-0.006993932,0.039823167,0.38650638,0.7500122,-1.9152493
46,0.006083285,-0.34147626,0.089533195,-0.030180842,0.47761327,0.6952275,-1.977153
47,0.03232153,-0.3749089,0.11182781,0.0842353,0.39909917,0.6794026,-1.9270477
48,-0.0100841345,-0.3768857,0.02049512,0.04883747,0.5175834,0.6775436,-1.9874128
49,-0.009326915,-0.2552915,-0.06806892,-0.010606736,0.64273435,0.5848842,-1.9660524
50,-0.0053141788,-0.3602523,-0.0036076668,0.12298097,0.45332664,0.6856188,-1.8986133
51,-0.017940024,-0.21507826,-0.06253499,0.008506706,0.5309006,0.64782405,-1.9057845
52,-0.010802163,-0.297311,-0.14394268,0.26130763,0.452293,0.6332156,-1.9262865
53,0.0023332345,-0.37486786,-0.0012349417,0.15523365,0.3386129,0.7977752,-1.9232086
54,0.003953033,-0.3153594,-0.12088314,0.20585166,0.5112674,0.6132267,-1.862062
55,0.0025125036,-0.30417475,-0.011489355,0.12306072,0.39477605,0.6515508,-1.8895723
56,-0.0066130566,-0.33053082,-0.03522529,0.058345105,0.48452958,0.6882075,-1.9106175
57,0.0074537145,-0.27973616,-0.13712503,0.26594362,0.37327597,0.68599063,-1.9716082
58,-0.01066176,-0.21335317,-0.10358331,0.021848623,0.45455256,0.7564761,-1.9359347
59,0.0050389045,-0.29149586,0.025658589,0.09910208,0.4132831,0.6522038,-1.9908361
60,-0.021323051,-0.31039292,0.05239823,-0.0049885106,0.49489188,0.6680284,-1.9573085
61,0.0006905128,-0.18686128,-0.12804767,0.027176483,0.53834033,0.6555429,-1.9276485
62,-0.002737893,-0.3716394,-0.10574257,0.1390569,0.58369976,0.614133,-1.8321944
63,0.0026066587,-0.2381113,-0.078373335,0.14504541,0.25059912,0.79947716,-1.8612245
64,-0.019400306,-0.36063457,0.056058876,0.073381856,0.38571703,0.7270618,-1.9022746
65,-0.0043415157,-0.35790482,-0.0040575545,0.14101523,0.51426685,0.6101736,-1.8271955
66,-0.014456909,-0.276801,0.05153812,-0.0027655095,0.4659684,0.69154906,-1.9845004
67,-0.016593354,-0.20409718,-0.16184175,-0.04811608,0.5440533,0.7469846,-1.9100609
68,-0.021341922,-0.200371,-0.10850507,0.030194838,0.4933829,0.73061174,-1.9245577
69,0.0011609482,-0.43199322,0.1384326,0.20827265,0.36714947,0.59600455,-1.8624678
70,-0.008014064,-0.30090287,-0.030279387,0.051812764,0.5461018,0.63615316,-1.8972231
71,-0.0063701216,-0.27462164,-0.18693134,0.19279462,0.4967541,0.6911119,-1.8778557
72,-0.019917626,-0.2226672,-0.08833779,-0.05522244,0.6040286,0.6883355,-1.8617344
73,0.0058370745,-0.19604719,-0.1037142,-0.035914063,0.60068226,0.6503439,-1.8657222
74,-0.0025121171,-0.4138365,0.054947104,0.19354059,0.48662305,0.60814345,-1.9092553
75,-0.008616094,-0.38488054,-0.057568762,0.16244067,0.32401282,0.78948903,-1.8978792
76,-0.015100598,-0.2638476,0.08856856,-0.08802085,0.3542583,0.825528,-1.8833424
77,0.013405911,-0.20881651,-0.147177,-0.03923554,0.5821958,0.71671885,-1.9209735
78,0.008873015,-0.4600201,0.14204766,0.13402878,0.34771422,0.7169502,-1.9202714
79,0.0069696307,-0.23660004,-0.017843537,0.120644405,0.26934654,0.7757676,-1.8313057
80,0.0061508096,-0.2638711,0.06469744,-0.01519347,0.38296124,0.76997614,-1.857682
81,0.017289404,-0.3400872,0.07179017,0.07560871,0.31696823,0.75717366,-1.9671612
82,-0.0019386461,-0.47488636,0.13347378,0.14681076,0.5885683,0.50873566,-1.8598007
83,-0.02130939,-0.39302433,0.07999889,0.109045856,0.39560935,0.6914873,-1.8898861
84,0.0060537737,-0.23120435,-0.07320396,0.04105756,0.46169728,0.7411057,-1.9132181
85,0.001639843,-0.37275487,-0.04877833,0.0036027501,0.6357303,0.63310254,-1.9108492
86,-0.005029269,-0.28169912,-0.090749465,0.08426409,0.5489666,0.6240341,-1.8418074
87,0.004981693,-0.415524,0.025679069,0.07619685,0.517806,0.72560614,-1.8650117
88,-7.1177514e-05,-0.42302,-0.036003605,0.115348265,0.6506656,0.5858273,-1.9524764
89,0.014246213,-0.17973751,-0.13878138,-0.10942875,0.58114934,0.7097363,-1.8431959
90,0.014009078,-0.41819,-0.034826566,0.25356844,0.40703547,0.68913835,-2.0220373
91,0.0008102949,-0.25008598,-0.12981057,0.2185452,0.39923376,0.68773794,-1.9019394
92,0.008804984,-0.31972396,-0.024324913,0.14380571,0.22404404,0.8825874,-1.9169004
93,0.0017891118,-0.3353878,-0.06991275,0.1460441,0.49101534,0.6831016,-1.8519769
94,0.005540969,-0.24551159,-0.13325332,0.1344927,0.5102809,0.6332265,-1.9313717
95,0.0011652574,-0.25115228,-0.10005248,0.12921704,0.5182266,0.62336403,-1.8901733
96,0.016129496,-0.38307312,-0.009342882,0.18635611,0.41407037,0.6854062,-1.937386
