,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
0,-0.7808395,1.7273042,0.99743533,-0.9502786,-0.8218422,-0.54229444,-0.88075995,1.5619756,0.20164694,2.5571618,-0.26797226,-0.9000065,-0.73229146,1.4216454,-1.3779624,-0.84964067,1.8127273,0.026981387,-0.23959161,-1.6671654,-0.2662286,-0.05513298,0.91668093,1.991059,0.40266144,1.3359072,0.7368422,0.7763031,1.0566664,1.1517218,0.97879016,0.62930477,-0.042579412,0.064840734,-0.9593771,-0.73815775,-1.6731993,0.45704666,-0.032290094,0.16692044,0.8845824,-1.3699964,-1.0913442,-0.6239395,-0.49965304,0.81070834,1.1382104,1.2655522,-0.6189997,0.43886846,-0.5095054,-1.4193275,-0.13059667,-1.3627968,-1.5505056,0.8564539,0.3078743,0.62878656,1.8356671,-0.13576528,0.21051061,-0.6678164,1.7561439,-1.8058755,-0.8616373,1.2962385,1.6759377,-0.2560258,-0.16781117,-0.34679756,-0.25371316,-1.5382143,-1.7807496,0.5789393,1.739294,0.5116542,-0.15701473,-1.398332,-0.31920758,-0.03524541,1.6411214,0.16417015,1.5403246,2.0605772,1.1153499,-0.67389405,-1.3064616,0.012819239,-0.97122926,-1.3568274,-0.3610237,2.7618535,-0.02447986,0.18915287,-0.018422319,0.4164612,0.2945434,0.16897689,0.1010726,-1.346455,-1.8433286,0.6072575,-0.009392913,-1.124356,-0.047833756,-0.08258775,2.0230803,0.5836757,-0.28079888,-1.011152,-0.48934242,0.69666773,0.051830675,-1.8928298,0.6880126,-0.24667588,-1.1841856,-1.6008874,0.4259124,-1.3802142,-0.2604135,-0.87733495,0.7924888,-0.98277503,1.5321451,0.5447898,0.6781567,-0.95325524,-0.5127288,-0.65950537,0.20344165,-2.6181376,1.3358557,0.013026059,-0.5849017,2.1743026,0.43628696,-0.12898514,0.1543016,0.14228968,-0.31165025,0.18590297,0.84688264
1,-0.6259158,0.16554554,1.0748025,0.026825178,-0.8168968,-1.0287391,0.11520617,2.7632685,0.3584562,1.9006494,-0.5643505,-0.8022619,-0.057758134,0.059249975,-2.2746754,-0.792024,1.4687076,0.24617752,-1.1499352,-0.9826733,0.20050415,1.2039416,0.43945968,2.1126995,0.23179775,2.132018,0.14500527,0.32060948,0.45702046,0.17394385,0.103939444,1.5551709,0.056098066,-1.2700235,-1.1035821,0.87944967,-1.8643572,0.2600663,0.13779998,0.37695673,1.0331949,-1.0769997,-0.8197963,-0.8308316,0.14107713,0.540615,1.3339149,1.9822589,0.21084003,0.12377972,-1.2906077,-1.3294685,-0.4005644,-1.2370175,-1.51724,0.3163608,0.39421925,0.6438907,1.7479956,-0.124407776,-0.24627106,-0.28217745,0.70823246,-1.4867767,-2.1797736,0.48535413,0.6363258,-1.494873,0.037344564,-1.0439098,-0.8300824,-1.5675846,-1.2455345,0.17917836,0.20419306,1.6739281,0.9308058,-0.8392007,-0.9616867,-0.023881419,0.5198614,-0.6604924,2.238693,-0.55902016,0.4135992,-1.0560167,0.18048353,-0.6654756,-0.67567563,-1.3033673,-0.7873201,1.0998702,-0.0536941,0.21879135,0.8744972,1.4071953,-0.71687955,0.026190177,0.04622756,-0.71248037,-0.7439997,0.7893516,1.2722621,-0.00751602,-0.22822315,0.106883466,-0.5461887,-1.0643667,-1.5882065,0.9087388,0.041188847,-0.58926624,1.921677,-0.8967328,0.6142245,-0.528217,-0.047591202,-0.62625927,0.6588355,-1.6149313,-1.81916,-0.9012336,0.8320062,-0.8461906,1.1327742,0.47548255,0.39032644,-0.86029625,-0.688444,-1.1472471,-0.072107255,-1.4672884,1.0171804,-0.3498189,-0.28373855,1.5802587,0.47138628,-0.2506233,0.082491785,0.0057498673,-0.03747575,-0.21411484,0.857738
2,-1.019424,0.92229337,0.8309958,-0.582882,-1.1300739,-0.32089943,-0.16839357,1.105656,0.7528818,1.0770555,-0.34892642,-0.7310994,-0.6348183,0.6587937,-1.6034348,0.10634779,1.9034277,-0.09740189,-0.13981858,-0.3753377,-0.5617039,1.3585004,-0.16413325,1.8797035,1.3780644,0.84536225,0.43435463,0.5888477,1.4068109,1.3564526,1.0009111,1.4631809,-0.124295525,-0.9459671,-0.11077426,-0.017084772,-2.5905519,0.50006014,-0.25219032,0.84314024,1.5485932,-0.9674531,0.3326693,0.0020872727,0.055397436,1.8733894,2.3680658,2.2317479,-0.5641203,-0.05224765,-1.7523198,-0.9612399,0.17760079,-0.42845324,-0.70672107,1.4992331,1.0320274,0.29128617,1.8767247,0.08150671,0.5536701,-0.51398885,0.7302182,-1.8746831,-1.8144118,0.13674721,0.993329,-0.5939268,0.5963485,-0.64429307,-0.3368388,-0.9832805,-0.70883185,0.0016952234,-0.03370468,1.9831172,-0.069993004,-0.0018993837,-1.9692125,-0.10639407,0.3625543,-0.42371088,1.9859127,1.5385505,0.32912037,-1.4436301,-1.0823222,0.14165801,-1.1994635,-1.8343815,-0.7827938,2.1066906,-0.21798284,0.08804446,0.21117775,1.3865918,-0.17616414,0.3733291,-0.9983092,-1.1460333,-0.973086,1.9576725,-0.48457217,-0.3094112,1.0857328,0.22825225,0.64812934,0.68680507,-2.196198,0.13505894,-1.0781922,1.1402501,1.8510535,-0.2955965,-0.25452423,0.071307465,0.43934673,-0.091414854,1.5645349,0.3114535,-0.7427535,-0.66127574,0.86245114,-0.78800476,1.7052478,0.5307592,0.51824576,-0.90999514,-0.46321237,-0.7172412,-0.26480573,-1.6105216,0.94605887,-0.10641769,-0.4944595,1.4445114,0.37742117,-0.38484675,0.1864177,-0.020931765,-0.24361838,0.117628716,0.80471313
3,-1.1148782,-1.0375226,2.1327546,-0.8408786,-0.5002313,-2.0821435,-0.4448888,1.3758923,0.3309309,1.4145117,0.7032287,-0.038568158,-0.5734973,-0.021679841,-1.362758,0.8905297,1.5761218,0.48386946,0.39927968,-0.26958475,1.0615016,0.92585903,0.5989589,1.6428099,1.3898379,0.6624007,0.5307545,0.7234638,0.9152605,0.6380763,-0.27693877,2.4610639,0.74816436,-0.75291955,-0.75791395,0.20614384,-2.3086853,-0.04524786,-0.030596666,0.017214805,0.42017207,-0.7709471,-1.1096586,-0.1558929,-0.25211847,0.7938084,1.5259522,0.7499448,-1.3086175,-0.8124288,-0.8134597,-0.013945332,0.5925867,-1.522096,-1.514195,1.0273652,0.66833156,0.08668318,0.5859206,0.090359956,-0.2761567,-0.83819455,0.61599153,-1.4793876,-0.8743412,0.7219082,0.6587017,-0.23753196,-0.473151,-0.7302732,-0.77077943,-1.9907787,-1.6885353,1.0605371,0.9540919,1.4058146,-0.23802422,-0.7679984,-0.8761152,-0.05354885,-0.090775214,0.17198887,1.2459897,0.50443447,0.7259141,-0.6765053,0.14963217,0.09449721,-0.8873422,-0.6584496,0.29652643,0.4871732,0.90046227,-0.013669235,-1.0120302,1.2572539,0.82943934,0.06710224,-0.41963807,-0.7417667,-0.6680838,-0.47264153,0.23745346,1.2522942,0.29756942,0.3252115,-0.19636922,-0.059061088,-1.0159936,0.9678311,-0.43163052,0.8109634,0.728074,0.13605896,0.19385904,0.1640171,0.20033933,-0.0959687,0.28675643,0.22643621,-2.4469848,0.15007377,0.89016604,-1.6768851,0.46866396,-0.052484486,0.07988603,-1.6729392,-1.2174349,-1.1464542,-0.52435356,-1.6043594,0.77506983,-0.45390502,-1.0304646,0.6411331,-0.03856657,-0.59708196,-0.116740614,-0.33549345,-0.8818835,-0.41987574,1.0979841
4,-1.6432937,0.70987004,0.8773093,-1.8006529,-2.0536194,-0.952114,-0.1546583,1.9611452,-0.31456244,2.5843606,-0.8748344,-1.1964774,-0.54517555,0.32982296,-1.2218056,-1.3644464,1.449493,0.16436046,-0.304778,-1.4199449,0.53331035,0.7346064,0.41797045,1.4923897,1.341961,1.222123,0.6301568,0.7313893,0.4382659,0.066770576,-0.4721448,1.3213457,-0.018344257,-0.8522572,-0.6622406,0.55255944,-0.88871676,0.7140809,0.5680826,1.3525294,1.1740415,-0.49310073,-0.83942205,-0.36226746,0.72078127,-0.059837617,1.9882212,1.471998,-0.49124643,0.025023848,-0.43322742,-0.5066456,1.012215,-0.41872686,-0.89744,0.23178855,0.8022113,0.8773493,1.5202235,0.4000744,0.9069165,-0.8320878,0.2330912,-1.610805,-2.146478,0.19964647,0.93358946,-0.17795958,-0.97050935,-0.060783856,-0.33508587,-1.4305762,-1.5445821,0.8330242,0.4394612,-0.024324901,0.2851571,-0.92503095,-0.89855707,-0.23616698,0.43060318,0.4344084,0.35762987,2.375865,0.71993065,-1.0783197,-0.24036877,-0.42827067,-0.4452301,-1.3811369,-1.4901569,1.0663806,0.53711355,-1.1338484,-1.3512598,1.0357358,0.1938869,0.62391764,0.1547912,-1.86269,-0.48536393,-0.33435595,0.7747481,-0.0026230107,-0.35041553,0.70715165,0.38931617,0.5170195,-0.7146555,2.5482,-0.8730109,1.1932627,0.07044554,-0.22538914,0.802176,-0.93062466,0.32873952,-0.70122886,-0.28916058,-0.8990213,-1.39915,-1.5208999,0.66996205,-1.0549359,1.7252905,0.73852086,1.1637475,-0.5818958,-0.37169433,-0.5942188,0.2567687,-0.68791604,1.86553,0.30873087,-0.55233,2.0922408,0.9468822,-0.0039474806,0.60689986,0.31577086,-0.4656195,-0.09978127,1.6885214
5,-0.7481286,0.28930327,1.1203237,-1.1656728,0.6796715,-0.970068,-0.91648483,0.82138765,-0.24442132,1.8331583,-0.23709154,-0.7932759,-0.7281837,-0.3664658,-2.2242055,-0.97820085,0.96177566,0.63045686,-1.0456245,-0.9322788,0.779663,1.3412261,-0.51252586,1.5039994,0.89314383,2.3467,0.28361443,-0.58879757,1.6490175,-0.20712483,-1.0683384,1.3911022,-0.086864404,-1.5605767,-0.8525149,0.27544993,-1.4534651,0.096557,-0.18136172,-0.44511852,0.72878027,-1.5738044,-1.4419945,-0.14432462,0.42806017,0.32626587,1.5409164,0.0031203695,-0.99079514,-0.3539453,-0.9511587,-0.29027185,0.73588574,-0.72673464,-0.6154861,-0.56561124,0.40188026,0.87948304,0.7567259,0.8774888,0.3349848,-0.76638407,0.58147925,-1.2064527,-1.4053566,-0.034803834,0.2830896,-0.14637649,-0.7453226,-1.0788255,-0.18732646,-2.199297,-0.85310304,-0.48424566,1.4729344,0.8310115,-0.44277754,-1.1837802,-1.8285893,-0.25890082,-0.55771315,0.0021632875,0.90485245,0.51144516,-0.19824636,-2.30382,-0.5338642,-0.35269764,-0.7479173,-1.6508162,0.661027,0.77816075,0.027608411,-0.2032443,0.17435822,2.468668,0.2533974,-0.07609567,-0.2293783,-1.1238662,-0.7208081,0.4219603,0.20948972,-0.4186147,-0.65654176,0.3402302,0.42417297,-0.2179363,-2.887379,0.6686814,-0.75514185,2.3591282,1.314584,-0.66631955,2.0778022,-0.4001786,0.5030017,-1.4041241,0.6598216,0.040330023,-1.9424356,-1.696763,0.5343,-0.93968725,1.9420027,0.9495886,1.3225609,-0.91678154,-0.20081827,-0.8315229,-0.7771557,-2.3142977,1.6311374,0.47081324,-0.1466025,2.434781,0.9169455,0.012217535,0.5208559,0.12004443,0.1141265,0.31398067,1.9495685
6,-1.1403147,0.6266437,0.6244358,-0.9000186,-0.53183705,-0.98143286,-0.54908967,1.8508925,0.36207846,1.6719768,-1.498539,-0.7232133,-0.5313628,-0.5428387,-1.536526,-0.5346559,1.2801523,0.123918355,-0.7384422,-0.9416053,0.011848267,0.63060015,0.28535563,2.5033698,0.7294512,1.2109281,-0.1218424,0.566687,1.4707249,0.1058024,-1.0849367,0.2014128,0.07612291,-0.51293516,-0.7881575,0.66161084,-2.06577,0.14468846,0.19249675,0.4076292,0.591264,-1.3737178,-0.8204595,0.71122175,0.42874396,0.8279401,1.3138868,0.55885273,-0.37239915,-0.271898,-0.68547195,-1.5381324,0.15999879,-0.8585541,-0.9914865,1.2065104,0.79904836,0.13632491,2.418036,-0.08414455,0.24255957,-0.0074023646,0.50877935,-0.7448736,-1.2245427,-0.15814398,0.28890955,0.76996136,-0.4428878,-0.8136352,0.046366706,-1.3750788,-0.25569725,0.24235766,0.7360559,1.2171398,0.38567328,-1.0924473,-1.4339156,-0.379559,0.6907275,-0.8881331,1.071892,0.015663017,0.7294743,-1.4498512,-0.6502475,-0.34388995,-1.1876395,-1.19702,-1.3233184,0.63771504,0.4838136,0.52958995,-0.76942694,1.9543939,0.27276942,1.6283506,-0.98786616,-1.6397052,-1.4087533,-0.80046576,1.9565325,0.34006476,0.7840515,1.6867553,1.2341648,0.14731164,-1.7594439,1.5683393,1.283768,0.5649923,1.1091342,0.4691426,0.5451664,0.7968328,-0.7037158,0.07294288,-0.00593463,-0.2621808,-1.7867069,-0.72816306,0.5783589,-1.791194,1.323881,0.26763406,0.5787302,-1.0631677,-0.845319,-1.4229872,0.024758257,-1.6568128,1.0503423,-0.2765393,-0.7923006,1.6149275,0.44816458,-0.30379626,0.24236366,-0.011773208,-0.7212988,-0.15055415,0.66294575
7,-0.13987164,0.2253694,1.5198206,-1.3840423,-1.3192832,-1.5868802,-0.7658862,1.3452581,0.5053476,1.7063006,-0.58446056,-0.79574037,-0.9308328,-0.111976236,-2.9271824,-0.74644774,0.34191346,0.2324772,-1.2009798,-0.4025601,1.1243889,0.8396522,-1.0169238,1.8036641,0.4366215,0.10951091,0.6382041,0.4098465,-0.22778992,0.24130441,0.25477588,0.2992595,-0.43578,-1.2868562,-1.686637,-0.20696259,-1.9153434,1.0958543,0.8761646,0.26384363,0.0643,-1.0475721,-0.7184545,-0.53870535,0.3839533,0.31995904,1.2496372,0.49746332,1.088556,0.22859177,-0.84054697,-1.379443,0.35263655,-1.756864,-1.4723374,0.14112642,0.9967597,0.919385,1.2305028,-0.5453994,-0.41861266,-0.90240455,0.10585474,-1.2456323,-1.5022062,0.12647754,-0.483631,-1.092083,-0.3775968,-0.028739251,-0.25825068,-1.5657185,-1.1096909,0.06666792,0.035863254,-0.57074475,-0.54216826,-1.0042224,-1.875136,-0.78576446,-0.89418316,-0.5753786,2.2970436,1.1465994,0.50163984,-1.503232,-0.50364333,-0.4947094,-1.0023688,-1.7444116,-1.5538324,0.59649587,-0.048002075,-0.6684225,-0.82406676,0.43791217,0.3314474,0.008911805,-0.592847,-0.22848062,-0.22710277,0.14445728,0.36179233,-0.28873172,-0.12886196,-0.75117964,0.4318028,0.072211295,-1.6302747,0.7859403,-0.51581925,-0.083719075,1.8898968,-0.19198771,0.7797579,-0.14389719,-1.2418119,-0.74179703,1.1746826,-0.4754767,-0.16651297,-0.6963332,0.80017805,-1.3316079,0.8330382,0.030629454,0.41023976,-1.6746216,-0.48639438,-0.79101664,-0.68939036,-1.2304105,1.1723969,-0.21773325,-0.45063066,1.3237796,0.31240648,-0.62925524,-0.564005,-0.41346058,-0.20659319,-0.26793903,0.5710484
8,-0.94485015,0.54881394,0.78950965,-0.57915866,-0.75448775,-0.18932295,-0.9239382,1.114773,1.0865792,1.1388838,-0.0045216545,-0.2422288,-1.0350208,0.21425237,-1.2668295,-1.122559,1.2333795,-0.60316354,-0.41375095,-0.8363047,0.6355115,1.4819747,1.0433959,0.99248046,0.5961884,1.7162956,-0.20215288,0.35739195,0.92153436,-0.4417958,-0.10020317,0.87559134,0.37626114,-0.89509887,-1.7610548,0.6509535,-1.5220113,-0.5136731,0.37892348,0.36879826,0.2403298,-1.997598,-1.2487867,-0.7991127,0.2778132,0.51627016,1.4893576,0.3179023,-0.9902707,0.21312568,-1.3645471,-0.43502098,1.3734406,-0.7294434,-0.7144424,0.5370776,1.1290365,0.1985422,2.0021372,0.19726638,-0.51442426,-1.0803789,0.27996898,-1.120999,-1.3760986,-0.64205426,-0.7894289,0.5132994,0.33284777,-0.6440135,0.69359154,-2.109638,-1.0423561,-0.0493202,0.69506145,1.5536726,0.46944505,-0.5554836,-1.0280555,-0.3551248,0.23055862,0.12973876,0.9923466,0.5793427,0.5825668,-2.0714726,-0.106113486,-0.08907451,-0.18694526,-1.6959141,-0.25090745,0.2397056,0.38509864,-0.40657523,0.81335384,1.3320081,0.9008765,0.43073127,0.5060596,-1.179006,-0.8701575,0.6906991,-0.27149045,0.25703815,-0.24819367,-0.29364428,0.19654246,0.14538719,-2.4418125,1.379514,-0.6070819,-0.08310237,1.3264318,-0.41142273,1.9030677,0.22300147,-1.0081818,0.27802515,1.4111398,-1.8740642,-1.7331672,-1.1103902,0.89054126,-0.6283462,1.3100673,0.46392503,0.4467327,-1.2832383,-0.28034043,-0.62254417,-0.070274346,-1.5170106,1.0389247,-0.12173374,-0.2161154,1.7611709,0.42616087,-0.030754311,0.05602154,0.33010575,-0.09605126,-0.12508528,0.97260255
9,-0.53935546,1.0999842,0.10552833,-1.2223172,-0.88223284,-1.2885191,-0.16176468,0.9083747,0.5460588,3.4552083,-0.121151164,-0.7151509,-1.4153055,0.4072279,-1.2233366,-1.1979729,0.13637248,0.7530143,0.61659825,-0.16241252,-0.5302892,0.4119613,-0.0861639,2.27888,2.2565026,1.2769543,0.80965805,-0.047841076,0.2916001,0.47972128,-0.5044146,0.11487808,0.35759574,-0.90083647,-0.9219381,-0.16620229,-1.8612443,0.43529943,0.083566315,0.32810304,0.6056028,-0.7872337,-0.6477181,0.50978476,-0.16102645,1.5066427,0.7973514,-0.14063177,-0.7022557,0.89260715,-1.5536908,-1.4129966,-0.35998565,-1.2459722,-1.0978502,0.195114,0.7978883,0.9988645,1.7377644,0.43961585,-0.06686627,-0.18834804,0.41295254,-1.1306195,-0.8645425,1.2885925,0.3533815,0.3756223,-0.3961082,-0.92552143,-0.20026079,-1.8173119,-1.0756202,0.6210628,0.05916258,0.10206085,0.3077686,-0.5454495,-0.91668165,-1.0658082,0.12619984,0.729576,1.4000921,1.1932833,0.6829803,-2.134023,-0.6109569,0.24104261,-0.12414361,-1.1021745,-0.5821897,1.2100594,-0.030543646,-0.51061654,-0.80881625,2.0462239,-0.43204153,1.0609585,0.23694105,-1.0233027,-0.72021973,0.4043908,0.67319334,-0.69544345,-0.76074195,-0.18036151,-0.61393964,-0.8394213,-2.117302,-0.19180384,0.012313461,0.24283658,0.82979614,-0.5065894,1.1227603,-1.402506,-0.6868756,-0.55190706,1.4336215,-1.527508,-1.9234535,-0.79790837,0.750057,-1.3012416,1.3959583,0.5481866,0.5459656,-1.0492729,-0.7884486,-1.3416015,-0.3627037,-2.8462298,1.0631492,-0.20953049,-0.5672011,1.4991409,0.34919062,-0.5014178,0.13122216,-0.086484216,-0.29097638,-0.3439695,0.9581659
