,0,1,2,3
0,1.3572186,-2.3603911,1.1479249,1.7722652
1,0.96240205,-2.4081388,1.2499219,1.6333817
2,1.0436612,-2.7340395,1.0461385,1.8189784
3,1.181502,-1.9256793,1.2709831,1.6575973
4,1.4890695,-2.48816,1.1635292,1.7150985
5,0.93257123,-3.023049,1.1047214,1.749569
6,1.0739785,-2.2517178,1.1657845,1.6998069
7,1.884608,-2.7219598,1.1061493,1.7476894
8,1.7388133,-1.7979538,1.1391464,1.7141567
9,0.7090337,-2.0778825,1.1641648,1.723043
10,1.5180386,-2.9020488,1.0337781,1.8019787
11,1.355494,-3.0233612,1.1502924,1.7401599
12,1.3999188,-2.700208,1.0957103,1.738771
13,0.80874646,-2.3917649,1.0529506,1.7883501
14,0.78337055,-2.6927543,1.1040443,1.7982761
15,2.4135582,-2.593067,1.1889201,1.7039204
16,0.4673472,-1.8080218,1.0886716,1.721309
17,0.6980474,-2.215347,1.1146688,1.7272611
18,0.21254173,-2.1865947,1.0356411,1.7913612
19,0.84423345,-2.5805604,1.0872836,1.7751071
20,0.29856306,-3.2772267,1.1211008,1.7895366
21,1.1029297,-2.559795,1.0201868,1.7967173
22,0.3227429,-2.665087,1.0141159,1.790487
23,0.7520161,-1.8071743,1.2276734,1.7101736
24,0.44136906,-2.1645267,1.1282643,1.7346298
25,0.33380744,-2.7348814,1.1892023,1.6984199
26,0.8567881,-2.7905009,1.0821153,1.7515829
27,0.77135336,-2.3838122,1.079457,1.7782545
28,0.36668038,-2.8188984,1.1732712,1.7486082
29,0.6078303,-2.5662732,1.1012651,1.7891557
30,0.9428142,-2.271875,1.0934385,1.7559123
31,0.14910492,-2.4732976,1.1000284,1.7575836
32,1.5889399,-2.6619198,1.1041607,1.7755581
33,0.4797916,-2.6314294,1.0931058,1.7851056
34,0.46489453,-2.9660232,1.0980796,1.7841039
35,1.0053641,-2.782699,1.0787762,1.7747561
36,1.1019865,-2.095107,1.1489979,1.7292708
37,1.0558004,-2.7223573,1.1866273,1.7180785
38,1.6614953,-2.6951425,1.060054,1.8018745
39,0.19251242,-2.2855406,1.1554332,1.7676195
40,1.4969116,-2.1618264,1.0529447,1.7678932
41,3.490096,-2.5897486,1.0684365,1.8041837
42,0.082417905,-2.582406,1.2070962,1.6678834
43,1.1034945,-2.03268,1.0704911,1.7504116
44,1.0103428,-2.168731,0.9393446,1.8414321
45,0.81464726,-2.3608136,1.1475623,1.7215154
46,0.52416235,-1.8764397,1.12627,1.762812
47,0.9464829,-2.7708464,1.1808943,1.723643
48,1.486525,-2.2488005,1.1172298,1.764128
49,1.1936455,-2.1017747,1.0780635,1.7758502
50,0.9296818,-2.5786054,1.16211,1.6976198
51,0.25166366,-2.10321,1.011086,1.8114138
52,0.8291601,-2.1230814,1.2188038,1.6898797
53,0.9451763,-2.3314927,1.0428861,1.7721071
54,1.0765038,-2.1660569,1.1615655,1.7156769
55,0.2941125,-3.0679271,1.2734686,1.6343669
56,0.865938,-2.097007,1.0961752,1.7770327
57,0.96875626,-3.4102943,1.147537,1.7306556
58,0.77339643,-3.1897414,0.9176557,1.8383915
59,2.2307935,-2.2847152,1.2831532,1.6878974
60,0.86002356,-2.7391331,1.0107033,1.7752379
61,0.61680454,-2.2759378,1.0834938,1.784913
62,1.9269872,-2.439876,0.9831053,1.818247
63,0.74920696,-2.9018986,1.1405231,1.7307621
64,1.0363308,-2.1770227,0.9410956,1.8047413
65,1.1159132,-2.6232371,1.1077905,1.7576722
66,0.13258198,-2.6250274,1.0841404,1.7885877
67,0.8170487,-2.428375,1.0243924,1.829005
68,0.58531594,-3.0172045,1.27255,1.6323547
69,1.8122746,-2.1184764,1.1349483,1.7189603
70,0.9271191,-2.281947,1.0885797,1.7853822
71,0.22489437,-2.1876109,1.0043815,1.8265548
72,1.235516,-2.127436,1.0686774,1.7598234
73,1.0124216,-2.5334249,1.1904697,1.6971288
74,1.0890979,-2.1849592,1.1550332,1.7417469
75,1.5938957,-2.2520144,1.0187476,1.8218323
76,0.6586519,-2.3366206,1.0652964,1.7757964
77,0.6136166,-2.3993697,1.0340384,1.807873
78,1.3575845,-2.5164282,1.2769578,1.6518893
79,0.46372193,-2.6723971,1.0581827,1.8168874
80,0.94783294,-2.504539,1.2301344,1.7095935
81,1.548305,-2.4770026,1.1312819,1.7688339
82,0.40715605,-3.2108178,0.9278318,1.8550651
83,0.7776451,-2.0252166,1.002579,1.8323133
84,1.001214,-1.3735077,1.2019447,1.699595
85,1.1713057,-2.8006783,1.1910417,1.6863302
86,0.62868625,-2.2997897,1.084692,1.7621278
87,0.9750053,-2.5275428,1.1230035,1.7487597
88,1.283911,-2.325368,0.9451286,1.7958124
89,0.4721062,-2.5447521,1.0207653,1.8086408
90,0.4570847,-2.3768826,1.1274571,1.7420574
91,0.5724497,-2.580411,1.1000669,1.7764715
92,0.8436886,-2.4423203,1.1128037,1.7743927
93,1.1694992,-2.629978,1.0628963,1.8110573
94,2.063076,-2.478678,0.981273,1.8388859
95,1.4268715,-2.0174372,1.117994,1.7471375
96,0.9474774,-2.170939,1.1269292,1.7663144
97,0.12129995,-2.3480635,1.1474793,1.7150204
98,1.3843687,-3.0459054,1.03219,1.7529871
99,-0.5304348,-2.624816,1.0673821,1.7604939
100,0.09399283,-1.8493373,1.1600155,1.6749455
101,0.37705678,-2.1500552,1.1566049,1.7382753
102,1.0442412,-2.823954,1.155838,1.7486424
103,0.90530777,-2.3871746,1.1376243,1.7108606
104,1.4925295,-2.324036,0.87878734,1.874355
105,1.8725259,-2.9666185,1.2533926,1.6602361
106,0.7891816,-2.1911883,1.0356919,1.7923726
107,0.77842826,-1.7574296,1.1271551,1.7425874
108,1.1553177,-3.2433116,1.0897739,1.7674477
109,1.7336692,-2.5482445,1.1904953,1.7059506
110,1.1397692,-2.3506885,1.04245,1.7764499
111,-0.1383854,-2.4221966,1.265455,1.7056063
