,0,1,2,3,4
0,-2.708537,1.7315423,0.036315408,0.07535765,0.45975643
1,-2.632708,1.7036595,0.039798215,0.014600798,0.48105872
2,-2.688327,1.7102388,0.05814334,-0.005403461,0.41788682
3,-2.692003,1.7034229,0.054918826,0.06428612,0.44519764
4,-2.724234,1.7076973,-0.012216879,0.037275866,0.52125585
5,-2.7113721,1.7130214,0.04041218,0.06607414,0.53351074
6,-2.7404852,1.7249055,0.042819265,0.039111212,0.47248465
7,-2.780228,1.7273922,0.025052246,0.08525888,0.43696013
8,-2.7551541,1.723906,-0.030462222,-0.008455607,0.44301623
9,-2.7624261,1.7303803,-0.022337282,0.02276152,0.46912476
10,-2.7072964,1.7165817,-0.02014325,0.044667795,0.44734105
11,-2.7365525,1.729893,0.06896202,0.03560229,0.51171774
12,-2.6822486,1.705874,0.016734129,-0.00839507,0.5350799
13,-2.7411692,1.7271899,0.032167073,0.024587397,0.54734147
14,-2.73797,1.7119695,0.033072427,0.02995132,0.41993737
15,-2.6569176,1.7091887,0.08824275,0.0065151956,0.59298867
16,-2.8388035,1.725652,0.04578071,-0.0073183803,0.4978783
17,-2.7797234,1.7161088,0.010399688,0.05381238,0.4176559
18,-2.7397275,1.726319,0.017331129,0.030442469,0.4336929
19,-2.7412536,1.7274537,0.0151684275,0.0055048354,0.5156024
20,-2.7070248,1.7270386,0.017070498,-0.07734029,0.46126962
21,-2.7559016,1.73433,0.009229851,-0.021107674,0.55228186
22,-2.736068,1.7266835,0.021266576,0.03574131,0.45301366
23,-2.7160048,1.7210615,0.016226426,-0.0056057638,0.52708703
24,-2.7276912,1.7068897,0.051506963,0.088856585,0.4608357
25,-2.7326944,1.7161515,0.025971271,0.06295297,0.31110486
26,-2.7239614,1.7234093,0.025094347,0.034653876,0.47667363
27,-2.710873,1.7288754,0.02280995,0.08335415,0.41708666
28,-2.7024007,1.7301383,0.008377168,-0.034809288,0.49404866
29,-2.6819363,1.7294526,0.026193338,0.021422962,0.43740532
30,-2.7560291,1.7226723,0.0038111429,0.019725464,0.46558136
31,-2.7608323,1.7218168,-0.022650652,0.014562271,0.4511248
32,-2.739491,1.7233477,-0.011198734,0.05681498,0.57505953
33,-2.681373,1.7127306,0.0029033325,-0.0667637,0.527039
34,-2.7935967,1.7316502,0.048588738,-0.00023333919,0.572567
35,-2.754978,1.7309314,0.030221017,0.02058838,0.57354903
36,-2.717977,1.7245514,0.07008416,0.012739192,0.4426732
37,-2.763577,1.7388992,0.019629976,-0.029506477,0.47663108
38,-2.7090478,1.7183586,-0.034827355,0.04739555,0.41292712
39,-2.741943,1.6967974,0.016751096,0.030400155,0.38766503
40,-2.679755,1.7133676,0.03409474,0.10669873,0.5028831
41,-2.7475784,1.7417288,-0.043345958,0.037620924,0.41062924
